Player ID,Name,First Name,Last Name,Team,Position,Secondary Position,Status,Draft Rank,Games Played,Starts,Tries Scored,Try Assists,Line Breaks,Line Break Assists,Defenders Beaten,Metres Gained,Offloads,Tackles Made,Tackles Missed,Turnovers Forced,Interceptions,50:22s,Penalties Conceded,Errors,Lineouts Won,Lineout Steals,Lineout Errors,Scrums Won,Conversions,Conversions Missed,Penalty Goals,Penalty Goals Missed,Drop Goals,Drop Goals Missed,Yellow Cards,Red Cards
V.Lasaqa,V. Lasaqa,Viveni,Lasaqa,HIG,LF,,Benched,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Lalomilo,L. Lalomilo,Lalomilo,Lalomilo,MOP,CE,OB,Starting,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Tele'a,T. Tele'a,Tanielu,Tele'a,HIG,CE,OB,Benched,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Bell,G. Bell,George,Bell,CRU,HO,,Starting,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Pellegrini,P. Pellegrini,Patrick,Pellegrini,MOP,FH,,Starting,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Vikena,S. Vikena,Soane,Vikena,HIG,HO,,,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Withy,S. Withy,Sean,Withy,HIG,LF,,Starting,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Sae-Ta'ufo'ou,F. Sae-Ta'ufo'ou,Feleti,Sae-Ta'ufo'ou,MOP,PR,,Benched,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Holland,F. Holland,Fabian,Holland,HIG,LK,,Shoulder - Season,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z.Sullivan,Z. Sullivan,Zarn,Sullivan,BLU,OB,FH,Starting,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Forbes,C. Forbes,Cole,Forbes,BLU,OB,,Starting,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Finau,S. Finau,Samipeni,Finau,CHI,LF,LK,Benched,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Dearns,W. Dearns,Warner,Dearns,HUR,LK,,,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Moorby,J. Moorby,Josh,Moorby,HUR,OB,,,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Coombes-Fabling,L. Coombes-Fabling,Liam,Coombes-Fabling,CHI,OB,,Starting,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Alaimalo,S. Alaimalo,Solomon,Alaimalo,MOP,OB,,Starting,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Creighton,L. Creighton,Lawson,Creighton,WAR,FH,OB,Starting,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Banks,K. Banks,Kade,Banks,BLU,OB,,,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Momo,E. Momo,Epeli,Momo,DRU,OB,,,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Leota,I. Leota,Israel,Leota,MOP,OB,,,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Tuitama,T. Tuitama,Tuna,Tuitama,MOP,OB,,,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Harvey,S. Harvey,Sid,Harvey,WAR,OB,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Kuenzle,B. Kuenzle,Bailey,Kuenzle,FOR,CE,OB,Starting,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Wilcox,S. Wilcox,Shane,Wilcox,BRU,OB,,,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Conway,N. Conway,Nicholas,Conway,RED,OB,,,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Spencer,P. Spencer,Payton,Spencer,BLU,OB,,Concussion,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Hutchinson,I. Hutchinson,Isaac,Hutchinson,CHI,OB,,Knee - Round 8,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Basiyalo,I. Basiyalo,Isikeli,Basiyalo,DRU,OB,,,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Droasese,I. Droasese,Ilaisa,Droasese,DRU,OB,CE,,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Vaihu,G. Vaihu,Glen,Vaihu,MOP,OB,CE,Benched,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Murray,H. Murray,Heremaia,Murray,RED,OB,,Out,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Lancaster,D. Lancaster,Darby,Lancaster,FOR,OB,,Thigh - Short Term,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Leahy,R. Leahy,Ronan,Leahy,FOR,OB,CE,,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.McCulloch,W. McCulloch,Will,McCulloch,RED,OB,,Out,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X.Tito-Harris,X. Tito-Harris,Xavier,Tito-Harris,HIG,OB,,Hamstring - 2 weeks,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Oates,K. Oates,Kye,Oates,BRU,OB,,,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Vai,C. Vai,Codemeru,Vai,BLU,OB,,Benched,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Kunawave,M. Kunawave,Maloni,Kunawave,CRU,OB,,Hamstring - 6-8 weeks,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Nawai,A. Nawai,Aisea,Nawai,DRU,OB,HB,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Solomon,S. Solomon,Stanley,Solomon,HIG,OB,,Shoulder - 2 weeks,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.Sapsford,O. Sapsford,Ollie,Sapsford,BRU,OB,CE,Starting,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Hendren,J. Hendren,James,Hendren,WAR,OB,,Starting,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Jaques,L. Jaques,Leo,Jaques,WAR,OB,,,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Pritchard,T. Pritchard,Treyvon,Pritchard,RED,OB,,,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Tuipulotu,P. Tuipulotu,Patrick,Tuipulotu,BLU,LK,,Shoulder,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Blackadder,E. Blackadder,Ethan,Blackadder,CRU,LF,,Starting,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Reimer,L. Reimer,Luke,Reimer,BRU,LF,,Benched,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Beehre,J. Beehre,Josh,Beehre,BLU,LK,,Starting,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Howden,T. Howden,Te Kamaka,Howden,HIG,LF,LK,Starting,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Paisami,H. Paisami,Hunter,Paisami,RED,CE,,Starting,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Palu,D. Palu,Divad,Palu,FOR,CE,OB,Starting,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Jacomb,J. Jacomb,Josh,Jacomb,CHI,FH,,Starting,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Newell,F. Newell,Fletcher,Newell,CRU,PR,,Benched,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Fusitu'a,J. Fusitu'a,Joshua,Fusitu'a,BLU,PR,,Starting,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Parker,S. Parker,Simon,Parker,CHI,LF,,,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Delany,C. Delany,Caleb,Delany,HUR,LK,LF,,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Hetet,H. Hetet,Haereiti,Hetet,DRU,PR,,,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Shields,B. Shields,Brad,Shields,HUR,LF,,Finger,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Armstrong-Ravula,I. Armstrong-Ravula,Isaiah,Armstrong-Ravula,DRU,FH,OB,,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Gamble,C. Gamble,Charlie,Gamble,WAR,LF,,Starting,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Lonergan,L. Lonergan,Lachlan,Lonergan,BRU,HO,,Knee,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Vocevoce,M. Vocevoce,Mesake,Vocevoce,DRU,LK,LF,,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Slipper,J. Slipper,James,Slipper,BRU,PR,,Starting,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Lomani,F. Lomani,Frank,Lomani,DRU,HB,,,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Renton,H. Renton,Hugh,Renton,HIG,LF,,,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Wilson,T. Wilson,Teddy,Wilson,WAR,HB,,Benched,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Beale,K. Beale,Kurtley,Beale,FOR,CE,OB,Benched,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Rabitu,I. Rabitu,Isikeli,Rabitu,DRU,FH,OB,,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Darry,S. Darry,Sam,Darry,BLU,LK,,Starting,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Fainga'a,F. Fainga'a,Folau,Fainga'a,WAR,HO,,Benched,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Champion de Crespigny,N. Champion de Crespigny,Nick,Champion de Crespigny,FOR,LF,,Starting,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Nasser,J. Nasser,Josh,Nasser,RED,HO,,Out,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Ma'u,S. Ma'u,Saula,Ma'u,HIG,PR,,Shoulder - 8 weeks,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Thompson,T. Thompson,Tyrone,Thompson,CHI,HO,,Benched,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Tuputupu,R. Tuputupu,Raymond,Tuputupu,HUR,HO,,,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Fines-Leleiwasa,I. Fines-Leleiwasa,Issak,Fines-Leleiwasa,DRU,HB,,,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Scott-Young,A. Scott-Young,Angus,Scott-Young,WAR,LF,LK,Calf,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Lavanini,T. Lavanini,Tomas,Lavanini,HIG,LK,,,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Mayanavanua,T. Mayanavanua,Temo,Mayanavanua,DRU,LK,,,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Bowron,L. Bowron,Liam,Bowron,BRU,HO,,Benched,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Letiu,M. Letiu,Manumaua,Letiu,CRU,HO,,,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Moli,S. Moli,Samiuela,Moli,MOP,HO,,Benched,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Mickelson,C. Mickelson,Chris,Mickelson,BRU,HO,,,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Harada,M. Harada,Mamoru,Harada,MOP,HO,,,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Bell,H. Bell,Henry,Bell,HIG,HO,,Benched,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V.Bason,V. Bason,Vernon,Bason,HUR,HO,,,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Tagivetaua,K. Tagivetaua,Kavaia,Tagivetaua,DRU,HO,,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Kolose,T. Kolose,Taine,Kolose,CHI,HO,,,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Mullan,J. Mullan,James,Mullan,BLU,HO,,Benched,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Dolokoto,M. Dolokoto,Mesulame,Dolokoto,DRU,HO,,,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z.Togiatama,Z. Togiatama,Zuriel,Togiatama,DRU,HO,,,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Alcock,A. Alcock,Albert,Alcock,FOR,HO,,,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Segner,A. Segner,Anton,Segner,BLU,LF,,Benched,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Lomax,T. Lomax,Tyrel,Lomax,HUR,PR,,,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Pakeho,D. Pakeho,Dre,Pakeho,RED,CE,,,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Taii Tualima,T. Taii Tualima,Tuaina,Taii Tualima,BRU,LF,LK,,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Hannah,J. Hannah,Jamie,Hannah,CRU,LK,,Starting,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Robinson,T. Robinson,Taine,Robinson,HIG,FH,OB,,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Harris,W. Harris,Will,Harris,FOR,LF,,Benched,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Taumateine,J. Taumateine,Jonathan,Taumateine,MOP,HB,,Starting,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Scott,R. Scott,Rory,Scott,BRU,LF,,Starting,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Tabuavou,I. Tabuavou,Inia,Tabuavou,DRU,CE,,,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.McLauglin-Phillips,H. McLauglin-Phillips,Harry,McLauglin-Phillips,RED,FH,,Starting,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Kemara,T. Kemara,Taha,Kemara,CRU,FH,,Benched,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Evans,C. Evans,Corey,Evans,BLU,CE,OB,Ankle,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Savea,J. Savea,Julian,Savea,MOP,CE,OB,,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z.Nonggorr,Z. Nonggorr,Zane,Nonggorr,RED,PR,,Starting,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Salawa,K. Salawa,Kitione,Salawa,DRU,LF,,,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Tuwai,I. Tuwai,Isoa,Tuwai,DRU,LF,,,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Edmed,T. Edmed,Tane,Edmed,BRU,FH,,Benched,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Christie,F. Christie,Finlay,Christie,BLU,HB,,Starting,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Christie,C. Christie,Cameron,Christie,BLU,LF,LK,Knee - Season,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Foketi,L. Foketi,Lalakai,Foketi,CHI,CE,,Knee - Round 3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V.Ekuasi,V. Ekuasi,Vaiolini,Ekuasi,FOR,LF,,Starting,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.McLeod,D. McLeod,Dallas,McLeod,CRU,CE,OB,,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Brown,J. Brown,Jahrome,Brown,CHI,LF,,Starting,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Namoce,I. Namoce,Iosefo,Namoce,DRU,CE,,,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Millar,C. Millar,Cameron,Millar,HIG,FH,,Starting,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Dunshea,M. Dunshea,Mitch,Dunshea,HIG,LK,,Starting,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Jones,N. Jones,Niko,Jones,MOP,LF,,Foot,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Garden-Bachop,J. Garden-Bachop,Jackson,Garden-Bachop,MOP,FH,,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Nasova,J. Nasova,Joji,Nasova,DRU,CE,,,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Samusamuvodre,T. Samusamuvodre,Tuidraki,Samusamuvodre,DRU,CE,OB,,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Cashmore,L. Cashmore,Lucas,Cashmore,HUR,FH,,,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Kellow,C. Kellow,Corey,Kellow,CRU,LF,,Benched,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Gardiner,D. Gardiner,Dominic,Gardiner,CRU,LF,LK,Starting,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Cook-Savage,T. Cook-Savage,Tepaea,Cook-Savage,CHI,FH,OB,Benched,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Clark,C. Clark,Che,Clark,BLU,LF,,,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Creighton,H. Creighton,Hudson,Creighton,BRU,CE,OB,,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Wrampling,M. Wrampling,Malachi,Wrampling,BLU,LF,,Concussion,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Pasitoa,R. Pasitoa,Reesjan,Pasitoa,HIG,CE,FH,Benched,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Poliko,A. Poliko,Arese,Poliko,HUR,LF,,,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Debreczeni,J. Debreczeni,Jack,Debreczeni,WAR,FH,OB,Benched,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Tuivailala,A. Tuivailala,Aki,Tuivailala,CRU,CE,OB,,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Te Hiwi,J. Te Hiwi,Jake,Te Hiwi,HIG,CE,OB,,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Stodart,W. Stodart,Will,Stodart,HIG,LF,LK,Benched,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Simpson,R. Simpson,Rico,Simpson,BLU,FH,OB,,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Brown,K. Brown,Kyle,Brown,CHI,CE,,Benched,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Meredith,D. Meredith,Declan,Meredith,BRU,FH,,Starting,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Feliuai,D. Feliuai,David,Feliuai,BRU,CE,,Starting,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Macpherson,T. Macpherson,Toby,Macpherson,BRU,LF,LK,,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Ma'afu-Afungia,T. Ma'afu-Afungia,Tupou,Ma'afu-Afungia,MOP,LF,,Neck,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Timu,J. Timu,Josh,Timu,HUR,CE,,,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Adamson,J. Adamson,Jamie,Adamson,WAR,LF,,,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
